borrower_id,age,occupation,monthly_income,existing_loan_history,loan_history_code,debt_to_income_ratio,loan_size,telecom_usage_score,mobile_wallet_activity,digital_purchase_frequency,psychometric_score,gender,province,repayment_score
PK-08231,42,Daily Wage Worker,57400,Good Repayment History,1,0.213,707037,0.54,0.581,2,37.0,Male,Punjab,51.13
PK-08232,37,Business Owner,76100,No Previous Loan,0,0.31,729848,0.856,0.737,15,54.8,Male,Punjab,52.56
PK-08233,40,Self-Employed,128419,No Previous Loan,0,0.01,586737,0.558,0.562,0,60.1,Male,Punjab,74.09
PK-08234,38,Salaried,72705,Good Repayment History,1,0.103,490020,0.434,0.389,1,40.1,Female,Khyber Pakhtunkhwa,79.95
PK-08235,36,Daily Wage Worker,29548,Delayed Repayment History,2,0.322,295471,0.523,0.131,0,65.8,Male,Sindh,29.93
PK-08236,35,Self-Employed,40129,Good Repayment History,1,0.208,481843,0.351,0.784,8,45.8,Male,Sindh,46.6
PK-08237,34,Self-Employed,90567,Delayed Repayment History,2,0.288,539827,0.809,0.378,2,53.8,Male,Punjab,57.7
PK-08238,40,Daily Wage Worker,36438,Good Repayment History,1,0.049,380368,0.655,0.608,1,78.5,Male,Punjab,63.28
PK-08239,42,Daily Wage Worker,62196,No Previous Loan,0,0.01,416217,0.698,0.643,3,47.8,Female,Punjab,74.94
PK-08240,40,Business Owner,73314,No Previous Loan,0,0.162,454606,0.618,0.683,5,23.5,Male,Punjab,63.48
PK-08241,27,Business Owner,89171,No Previous Loan,0,0.196,730977,0.631,0.72,7,55.4,Male,Punjab,53.22
PK-08242,28,Self-Employed,58745,No Previous Loan,0,0.01,417884,0.464,0.85,31,59.5,Male,Punjab,52.25
PK-08243,41,Daily Wage Worker,49316,Previous Default,3,0.529,293946,0.639,0.588,7,53.4,Female,Punjab,35.65
PK-08244,52,Business Owner,113369,Good Repayment History,1,0.01,854225,0.464,0.616,6,73.5,Male,Punjab,75.59
PK-08245,39,Freelancer,76717,No Previous Loan,0,0.111,476279,0.376,0.751,9,64.9,Female,Balochistan,50.24
PK-08246,34,Salaried,81589,No Previous Loan,0,0.054,468348,0.822,0.213,2,49.7,Female,Balochistan,64.65
PK-08247,40,Business Owner,48982,Delayed Repayment History,2,0.351,396945,0.642,0.612,5,67.9,Male,Sindh,47.78
PK-08248,27,Self-Employed,75621,No Previous Loan,0,0.01,986856,0.739,0.471,4,65.9,Female,Khyber Pakhtunkhwa,68.87
PK-08249,50,Self-Employed,71206,No Previous Loan,0,0.163,402317,0.612,0.817,0,65.2,Male,Punjab,75.05
PK-08250,39,Freelancer,55227,No Previous Loan,0,0.075,694692,0.574,0.574,2,55.1,Male,Punjab,54.6
PK-08251,31,Daily Wage Worker,18741,No Previous Loan,0,0.054,292122,0.701,0.253,0,58.1,Male,Punjab,44.53
PK-08252,36,Self-Employed,38950,Good Repayment History,1,0.156,496672,0.498,0.291,0,58.0,Male,Punjab,58.45
PK-08253,33,Daily Wage Worker,47261,Delayed Repayment History,2,0.386,323177,0.558,0.44,2,52.3,Male,Sindh,41.12
PK-08254,50,Salaried,75129,Previous Default,3,0.391,587614,0.72,0.708,1,66.1,Female,Punjab,33.78
PK-08255,36,Business Owner,100589,No Previous Loan,0,0.105,435319,0.921,0.342,4,68.3,Female,Balochistan,85.04
PK-08256,39,Salaried,66075,No Previous Loan,0,0.156,400743,0.437,0.293,4,66.8,Female,Sindh,64.18
PK-08257,43,Self-Employed,46789,Previous Default,3,0.355,350819,0.503,0.419,3,66.5,Male,Punjab,45.08
PK-08258,31,Daily Wage Worker,30123,Delayed Repayment History,2,0.275,380555,0.455,0.447,1,20.5,Male,Khyber Pakhtunkhwa,35.29
PK-08259,40,Salaried,31874,Good Repayment History,1,0.434,350419,0.612,0.637,3,69.6,Male,Khyber Pakhtunkhwa,57.0
PK-08260,40,Daily Wage Worker,47011,Good Repayment History,1,0.07,276927,0.64,0.703,4,42.0,Female,Sindh,85.75
PK-08261,23,Self-Employed,121943,Good Repayment History,1,0.01,506360,0.891,0.745,3,77.8,Male,Punjab,80.63
PK-08262,40,Freelancer,53714,Good Repayment History,1,0.113,775678,0.761,0.639,1,36.4,Male,Punjab,65.34
PK-08263,37,Salaried,50474,Good Repayment History,1,0.159,469063,0.499,0.591,8,81.7,Female,Sindh,65.83
PK-08264,39,Business Owner,89028,No Previous Loan,0,0.145,335843,0.297,0.728,0,25.4,Female,Sindh,76.88
PK-08265,38,Daily Wage Worker,42675,Good Repayment History,1,0.134,499493,0.614,0.143,0,61.6,Male,Punjab,55.1
PK-08266,40,Business Owner,48344,Good Repayment History,1,0.258,473379,0.763,0.485,0,51.4,Male,Khyber Pakhtunkhwa,43.9
PK-08267,50,Self-Employed,77174,Good Repayment History,1,0.122,610293,0.719,0.516,3,65.9,Male,Punjab,73.93
PK-08268,27,Daily Wage Worker,40151,Good Repayment History,1,0.241,451733,0.673,0.307,5,83.1,Female,Balochistan,48.64
PK-08269,34,Freelancer,40474,Delayed Repayment History,2,0.425,281531,0.714,0.176,0,60.1,Female,Punjab,36.38
PK-08270,44,Salaried,133557,Good Repayment History,1,0.093,725242,0.491,0.743,40,75.3,Female,Khyber Pakhtunkhwa,80.66
PK-08271,42,Freelancer,68055,No Previous Loan,0,0.168,641953,0.417,0.798,25,82.1,Male,Punjab,57.78
PK-08272,42,Freelancer,110957,No Previous Loan,0,0.01,579770,0.733,0.573,4,50.5,Male,Sindh,69.35
PK-08273,64,Daily Wage Worker,30970,Good Repayment History,1,0.206,517490,0.249,0.285,0,61.1,Male,Khyber Pakhtunkhwa,18.65
PK-08274,43,Self-Employed,41979,Good Repayment History,1,0.211,273158,0.374,0.233,0,77.8,Male,Punjab,54.21
PK-08275,48,Self-Employed,53501,Delayed Repayment History,2,0.326,533601,0.378,0.603,2,62.9,Female,Punjab,49.59
PK-08276,35,Other,81541,Good Repayment History,1,0.185,378763,0.592,0.766,4,49.9,Male,Balochistan,80.87
PK-08277,28,Business Owner,63508,Good Repayment History,1,0.194,281579,0.485,0.404,1,66.0,Male,Balochistan,75.23
PK-08278,35,Business Owner,52833,Good Repayment History,1,0.01,383785,0.34,0.438,1,59.2,Male,Sindh,57.21
PK-08279,44,Other,62579,No Previous Loan,0,0.112,296632,0.682,0.391,3,65.9,Male,Punjab,73.99
PK-08280,42,Self-Employed,62063,No Previous Loan,0,0.01,827227,0.749,0.309,0,49.8,Male,Punjab,61.05
PK-08281,42,Self-Employed,86632,Good Repayment History,1,0.106,467010,0.675,0.71,5,62.9,Male,Punjab,67.13
PK-08282,36,Daily Wage Worker,35122,No Previous Loan,0,0.191,435885,0.641,0.235,0,53.7,Female,Sindh,31.61
PK-08283,34,Freelancer,40072,Delayed Repayment History,2,0.37,322982,0.552,0.62,4,48.7,Female,Punjab,32.14
PK-08284,36,Other,97048,No Previous Loan,0,0.208,847747,0.729,0.277,2,79.9,Female,Punjab,57.99
PK-08285,45,Business Owner,66643,Good Repayment History,1,0.208,452803,0.465,0.282,0,50.3,Female,Khyber Pakhtunkhwa,48.76
PK-08286,46,Self-Employed,53135,No Previous Loan,0,0.033,566330,0.721,0.618,6,45.7,Male,Sindh,55.98
PK-08287,28,Self-Employed,77535,No Previous Loan,0,0.01,474287,0.898,0.76,9,40.4,Female,Sindh,80.88
PK-08288,45,Salaried,25339,No Previous Loan,0,0.228,446526,0.744,0.681,3,53.7,Male,Balochistan,35.0
PK-08289,32,Daily Wage Worker,55995,No Previous Loan,0,0.01,465539,0.774,0.781,3,55.2,Male,Punjab,57.0
PK-08290,42,Salaried,124326,No Previous Loan,0,0.01,774375,0.68,0.379,0,71.7,Male,Punjab,60.43
PK-08291,36,Business Owner,117892,Previous Default,3,0.386,364887,0.496,0.495,4,41.2,Male,Khyber Pakhtunkhwa,60.6
PK-08292,52,Self-Employed,48860,No Previous Loan,0,0.214,522260,0.638,0.36,1,31.0,Female,Balochistan,42.13
PK-08293,34,Salaried,50387,Delayed Repayment History,2,0.321,434302,0.512,0.497,2,28.5,Male,Punjab,32.9
PK-08294,39,Self-Employed,72035,No Previous Loan,0,0.059,355732,0.519,0.382,2,65.6,Male,Punjab,71.2
PK-08295,43,Business Owner,101025,Delayed Repayment History,2,0.216,333099,0.676,0.511,3,75.8,Male,Punjab,77.05
PK-08296,29,Salaried,109828,No Previous Loan,0,0.106,877558,0.758,0.767,29,74.8,Male,Punjab,50.8
PK-08297,37,Other,94449,No Previous Loan,0,0.01,681128,0.758,0.648,13,51.7,Female,Punjab,78.28
PK-08298,35,Daily Wage Worker,40971,Good Repayment History,1,0.065,499088,0.766,0.691,7,58.5,Male,Punjab,61.46
PK-08299,33,Salaried,53554,No Previous Loan,0,0.03,790089,0.716,0.477,1,22.6,Male,Sindh,46.37
PK-08300,34,Daily Wage Worker,33458,Good Repayment History,1,0.128,497643,0.673,0.591,1,80.8,Female,Punjab,65.94
PK-08301,48,Self-Employed,88770,No Previous Loan,0,0.024,890907,0.536,0.542,4,77.2,Female,Khyber Pakhtunkhwa,66.75
PK-08302,32,Salaried,93247,Good Repayment History,1,0.242,389537,0.601,0.445,3,73.4,Male,Sindh,72.43
PK-08303,43,Self-Employed,72727,Delayed Repayment History,2,0.414,462930,0.565,0.654,2,44.6,Male,Punjab,21.78
PK-08304,41,Daily Wage Worker,45100,Good Repayment History,1,0.106,908020,0.4,0.111,0,51.2,Female,Khyber Pakhtunkhwa,26.49
PK-08305,25,Freelancer,142286,Good Repayment History,1,0.123,762809,0.607,0.663,23,58.0,Male,Sindh,50.08
PK-08306,43,Self-Employed,89990,Good Repayment History,1,0.087,255313,0.469,0.4,0,85.7,Male,Sindh,76.39
PK-08307,24,Freelancer,32946,No Previous Loan,0,0.064,456042,0.598,0.146,0,71.2,Male,Khyber Pakhtunkhwa,62.66
PK-08308,44,Freelancer,69150,Good Repayment History,1,0.217,413730,0.564,0.656,6,55.5,Male,Khyber Pakhtunkhwa,64.25
PK-08309,33,Daily Wage Worker,46837,No Previous Loan,0,0.21,321079,0.621,0.553,1,66.0,Female,Khyber Pakhtunkhwa,54.81
PK-08310,38,Business Owner,80070,Delayed Repayment History,2,0.404,690518,0.739,0.699,3,44.7,Female,Sindh,31.19
PK-08311,25,Daily Wage Worker,63453,No Previous Loan,0,0.098,423415,0.729,0.705,1,36.6,Male,Punjab,75.51
PK-08312,39,Business Owner,78667,Good Repayment History,1,0.01,672145,0.849,0.188,0,57.7,Female,Sindh,70.9
PK-08313,46,Salaried,47439,Delayed Repayment History,2,0.195,365619,0.428,0.533,2,39.4,Female,Sindh,48.19
PK-08314,30,Daily Wage Worker,33400,Good Repayment History,1,0.043,448565,0.63,0.359,0,29.5,Male,Balochistan,60.93
PK-08315,32,Self-Employed,86103,Delayed Repayment History,2,0.381,593589,0.718,0.739,21,59.7,Female,Punjab,66.01
PK-08316,42,Freelancer,31741,Delayed Repayment History,2,0.271,412484,0.598,0.508,3,51.4,Female,Punjab,34.87
PK-08317,42,Freelancer,60415,Previous Default,3,0.418,379240,0.434,0.361,1,42.2,Male,Punjab,20.94
PK-08318,18,Self-Employed,79226,No Previous Loan,0,0.219,580243,0.882,0.69,23,52.6,Male,Punjab,50.7
PK-08319,57,Salaried,40127,No Previous Loan,0,0.017,832250,0.582,0.491,1,62.3,Female,Punjab,58.34
PK-08320,43,Freelancer,41430,No Previous Loan,0,0.085,586409,0.498,0.334,1,53.0,Female,Sindh,43.27
PK-08321,44,Daily Wage Worker,25103,No Previous Loan,0,0.127,333250,0.807,0.481,0,56.9,Male,Balochistan,50.32
PK-08322,36,Daily Wage Worker,32488,No Previous Loan,0,0.01,309607,0.681,0.565,1,53.0,Male,Punjab,57.19
PK-08323,20,Business Owner,63266,Good Repayment History,1,0.247,310895,0.694,0.95,45,84.8,Female,Balochistan,79.3
PK-08324,44,Self-Employed,65438,Delayed Repayment History,2,0.411,284724,0.586,0.328,0,78.8,Male,Khyber Pakhtunkhwa,39.62
PK-08325,32,Self-Employed,49478,No Previous Loan,0,0.167,296994,0.9,0.327,0,58.9,Female,Punjab,73.62
PK-08326,43,Daily Wage Worker,39619,No Previous Loan,0,0.177,256246,0.631,0.653,3,43.6,Female,Punjab,53.02
PK-08327,36,Self-Employed,97937,No Previous Loan,0,0.083,687875,0.719,0.792,3,50.9,Male,Khyber Pakhtunkhwa,83.47
PK-08328,40,Freelancer,48345,Good Repayment History,1,0.22,580068,0.806,0.598,1,37.0,Female,Khyber Pakhtunkhwa,54.01
PK-08329,30,Self-Employed,141104,Good Repayment History,1,0.257,536525,0.282,0.806,9,48.6,Female,Punjab,57.4
PK-08330,46,Salaried,52876,No Previous Loan,0,0.202,472558,0.697,0.872,9,67.7,Male,Sindh,49.39
PK-08331,26,Business Owner,69439,No Previous Loan,0,0.127,686410,0.582,0.849,30,49.2,Male,Punjab,61.21
PK-08332,59,Business Owner,89367,Previous Default,3,0.311,637070,0.69,0.487,2,56.6,Male,Sindh,38.08
PK-08333,59,Business Owner,70807,Good Repayment History,1,0.01,681728,0.708,0.74,9,76.7,Female,Punjab,89.36
PK-08334,53,Self-Employed,69292,Good Repayment History,1,0.291,656434,0.534,0.412,0,66.9,Female,Punjab,52.09
PK-08335,50,Daily Wage Worker,23088,Good Repayment History,1,0.354,367220,0.336,0.53,0,55.5,Male,Punjab,29.56
PK-08336,37,Business Owner,77000,No Previous Loan,0,0.032,477217,0.357,0.695,1,57.0,Female,Sindh,49.73
PK-08337,49,Daily Wage Worker,61246,Delayed Repayment History,2,0.41,434078,0.858,0.259,0,54.8,Male,Punjab,60.51
PK-08338,37,Business Owner,169977,Delayed Repayment History,2,0.085,1200000,0.665,0.42,5,76.0,Male,Sindh,71.22
PK-08339,23,Self-Employed,104009,Good Repayment History,1,0.219,539774,0.799,0.851,23,64.4,Male,Khyber Pakhtunkhwa,81.32
PK-08340,52,Freelancer,60336,No Previous Loan,0,0.135,601286,0.32,0.608,1,53.9,Female,Sindh,43.73
PK-08341,48,Business Owner,105055,No Previous Loan,0,0.016,1154284,0.691,0.375,2,40.1,Male,Khyber Pakhtunkhwa,58.15
PK-08342,37,Business Owner,98292,No Previous Loan,0,0.254,499250,0.801,0.688,9,67.1,Female,Khyber Pakhtunkhwa,77.8
PK-08343,26,Business Owner,66943,Previous Default,3,0.38,332753,0.787,0.414,2,63.5,Male,Punjab,71.99
PK-08344,32,Salaried,45847,Delayed Repayment History,2,0.406,391743,0.701,0.601,6,32.3,Male,Punjab,41.04
PK-08345,21,Daily Wage Worker,42623,No Previous Loan,0,0.283,332661,0.535,0.697,10,54.2,Male,Sindh,66.95
PK-08346,47,Self-Employed,68348,Good Repayment History,1,0.163,534755,0.761,0.559,0,63.5,Male,Sindh,52.15
PK-08347,23,Self-Employed,84123,No Previous Loan,0,0.162,397164,0.733,0.651,8,55.0,Female,Balochistan,76.73
PK-08348,40,Daily Wage Worker,19652,No Previous Loan,0,0.12,245442,0.725,0.726,6,81.9,Male,Punjab,67.43
PK-08349,30,Self-Employed,63178,No Previous Loan,0,0.126,500565,0.647,0.563,3,81.7,Male,Punjab,68.64
PK-08350,24,Other,75665,No Previous Loan,0,0.01,488487,0.696,0.443,1,39.1,Male,Khyber Pakhtunkhwa,50.47
PK-08351,40,Self-Employed,86336,Good Repayment History,1,0.174,874721,0.531,0.381,3,55.3,Female,Khyber Pakhtunkhwa,78.45
PK-08352,35,Self-Employed,49211,Delayed Repayment History,2,0.335,355066,0.376,0.458,0,72.1,Male,Punjab,45.67
PK-08353,46,Salaried,42373,Good Repayment History,1,0.205,387970,0.288,0.417,1,55.3,Female,Punjab,36.49
PK-08354,26,Salaried,59982,No Previous Loan,0,0.204,549234,0.609,0.805,21,69.3,Male,Khyber Pakhtunkhwa,68.68
PK-08355,31,Salaried,83573,No Previous Loan,0,0.108,1178034,0.758,0.322,1,49.0,Male,Punjab,36.91
PK-08356,18,Salaried,66397,No Previous Loan,0,0.01,520323,0.596,0.238,0,33.9,Female,Khyber Pakhtunkhwa,49.51
PK-08357,18,Self-Employed,61408,No Previous Loan,0,0.147,676450,0.764,0.65,5,68.7,Male,Balochistan,61.17
PK-08358,55,Self-Employed,86653,No Previous Loan,0,0.029,541530,0.65,0.431,2,54.0,Female,Punjab,67.61
PK-08359,57,Self-Employed,74944,Delayed Repayment History,2,0.315,343989,0.284,0.212,0,97.0,Female,Punjab,61.48
PK-08360,39,Self-Employed,86784,Delayed Repayment History,2,0.304,416515,0.59,0.464,5,73.7,Female,Balochistan,64.64
PK-08361,30,Salaried,87471,No Previous Loan,0,0.145,509549,0.452,0.519,5,42.8,Male,Punjab,58.35
PK-08362,35,Salaried,55815,No Previous Loan,0,0.121,797537,0.577,0.542,4,68.0,Female,Punjab,39.26
PK-08363,46,Salaried,49100,Good Repayment History,1,0.244,562626,0.56,0.157,1,56.0,Male,Punjab,44.82
PK-08364,33,Self-Employed,88313,No Previous Loan,0,0.094,730578,0.351,0.583,12,67.4,Male,Sindh,70.66
PK-08365,40,Salaried,55607,Previous Default,3,0.621,326961,0.614,0.595,3,46.4,Male,Punjab,46.86
PK-08366,38,Self-Employed,35650,Good Repayment History,1,0.17,367531,0.541,0.473,0,60.8,Male,Sindh,64.04
PK-08367,32,Daily Wage Worker,71315,No Previous Loan,0,0.043,401178,0.508,0.514,3,74.9,Male,Punjab,66.15
PK-08368,33,Self-Employed,74855,Good Repayment History,1,0.224,643891,0.567,0.308,2,71.4,Female,Punjab,44.91
PK-08369,40,Salaried,71453,Good Repayment History,1,0.133,696532,0.673,0.432,2,75.4,Male,Punjab,42.25
PK-08370,28,Freelancer,62875,No Previous Loan,0,0.17,634404,0.843,0.754,33,97.0,Male,Sindh,73.91
PK-08371,42,Business Owner,118918,No Previous Loan,0,0.01,485601,0.729,0.46,9,53.1,Male,Khyber Pakhtunkhwa,84.8
PK-08372,33,Salaried,41219,Good Repayment History,1,0.211,338262,0.386,0.762,5,84.5,Male,Punjab,63.85
PK-08373,39,Daily Wage Worker,44944,Good Repayment History,1,0.236,719354,0.443,0.682,5,61.4,Male,Khyber Pakhtunkhwa,44.38
PK-08374,51,Freelancer,60606,No Previous Loan,0,0.01,649883,0.692,0.515,2,51.9,Female,Punjab,49.27
PK-08375,36,Other,65977,No Previous Loan,0,0.132,678501,0.521,0.593,11,58.1,Male,Punjab,68.89
PK-08376,46,Daily Wage Worker,24986,Delayed Repayment History,2,0.159,343017,0.464,0.591,3,68.7,Female,Punjab,32.87
PK-08377,21,Business Owner,94496,No Previous Loan,0,0.083,801238,0.61,0.785,20,53.8,Male,Khyber Pakhtunkhwa,64.23
PK-08378,33,Freelancer,43618,Delayed Repayment History,2,0.432,337846,0.518,0.229,0,26.3,Male,Sindh,13.91
PK-08379,38,Self-Employed,55957,Good Repayment History,1,0.108,611577,0.523,0.642,9,70.6,Male,Khyber Pakhtunkhwa,57.44
PK-08380,56,Daily Wage Worker,25502,Delayed Repayment History,2,0.329,315316,0.522,0.506,1,58.3,Male,Punjab,30.87
PK-08381,19,Business Owner,162960,No Previous Loan,0,0.01,748132,0.868,0.422,6,53.4,Female,Balochistan,66.46
PK-08382,37,Self-Employed,66885,Delayed Repayment History,2,0.368,466235,0.571,0.652,3,38.7,Female,Khyber Pakhtunkhwa,41.36
PK-08383,51,Salaried,72157,Previous Default,3,0.475,234002,0.642,0.147,1,64.8,Male,Khyber Pakhtunkhwa,44.84
PK-08384,30,Business Owner,58291,Good Repayment History,1,0.231,357922,0.765,0.743,8,77.7,Male,Punjab,86.95
PK-08385,36,Business Owner,51215,Good Repayment History,1,0.257,655839,0.579,0.73,6,43.4,Female,Punjab,59.87
PK-08386,41,Daily Wage Worker,59915,Delayed Repayment History,2,0.251,518804,0.607,0.419,2,62.2,Male,Sindh,62.55
PK-08387,39,Salaried,41401,Good Repayment History,1,0.188,506915,0.472,0.291,1,90.8,Female,Punjab,64.86
PK-08388,52,Daily Wage Worker,70437,Good Repayment History,1,0.069,350848,0.528,0.757,6,73.1,Male,Khyber Pakhtunkhwa,83.15
PK-08389,42,Salaried,124849,No Previous Loan,0,0.01,575875,0.573,0.277,2,60.6,Male,Punjab,82.98
PK-08390,50,Business Owner,67550,Delayed Repayment History,2,0.288,692294,0.434,0.579,3,56.8,Male,Sindh,29.97
PK-08391,34,Self-Employed,58698,No Previous Loan,0,0.209,328202,0.526,0.264,0,50.5,Male,Punjab,53.73
PK-08392,31,Self-Employed,27892,No Previous Loan,0,0.047,353770,0.421,0.333,4,56.4,Male,Punjab,47.49
PK-08393,36,Self-Employed,37954,No Previous Loan,0,0.148,293246,0.599,0.632,7,49.9,Male,Punjab,49.63
PK-08394,27,Self-Employed,81535,Delayed Repayment History,2,0.217,634506,0.722,0.44,2,55.0,Female,Khyber Pakhtunkhwa,57.87
PK-08395,42,Salaried,103235,Delayed Repayment History,2,0.18,470824,0.743,0.911,11,58.2,Male,Punjab,74.52
PK-08396,34,Daily Wage Worker,33456,No Previous Loan,0,0.246,521613,0.393,0.1,0,31.0,Female,Sindh,24.59
PK-08397,31,Self-Employed,54287,No Previous Loan,0,0.209,499232,0.717,0.667,6,55.5,Male,Punjab,64.75
PK-08398,42,Freelancer,39352,Delayed Repayment History,2,0.258,451859,0.779,0.319,2,97.0,Male,Punjab,40.93
PK-08399,27,Freelancer,48352,No Previous Loan,0,0.081,546887,0.546,0.832,4,36.1,Male,Punjab,64.71
PK-08400,45,Salaried,106178,Good Repayment History,1,0.172,878228,0.632,0.742,10,84.3,Female,Punjab,75.38
PK-08401,33,Daily Wage Worker,48642,No Previous Loan,0,0.021,561467,0.719,0.587,2,74.1,Female,Sindh,64.15
PK-08402,49,Daily Wage Worker,24150,No Previous Loan,0,0.171,480780,0.661,0.1,0,65.4,Female,Punjab,29.63
PK-08403,34,Daily Wage Worker,53499,No Previous Loan,0,0.01,408573,0.468,0.616,3,50.1,Female,Sindh,59.94
PK-08404,44,Daily Wage Worker,103411,No Previous Loan,0,0.029,478539,0.604,0.806,37,75.0,Male,Khyber Pakhtunkhwa,68.36
PK-08405,39,Business Owner,76927,No Previous Loan,0,0.056,394447,0.801,0.626,9,88.3,Male,Sindh,88.87
PK-08406,45,Other,44089,No Previous Loan,0,0.155,506471,0.657,0.44,0,74.7,Male,Punjab,61.57
PK-08407,39,Salaried,81110,Good Repayment History,1,0.278,447984,0.63,0.714,5,64.1,Female,Punjab,74.38
PK-08408,22,Salaried,82889,No Previous Loan,0,0.01,570874,0.46,0.814,14,60.7,Male,Punjab,77.58
PK-08409,47,Freelancer,85049,Good Repayment History,1,0.149,543573,0.723,0.478,2,50.6,Female,Punjab,53.29
PK-08410,37,Self-Employed,62626,Good Repayment History,1,0.229,564026,0.359,0.503,5,61.1,Female,Khyber Pakhtunkhwa,55.84
PK-08411,45,Business Owner,76926,No Previous Loan,0,0.079,506447,0.57,0.575,2,68.7,Male,Punjab,66.44
PK-08412,44,Self-Employed,38993,Good Repayment History,1,0.179,484768,0.754,0.367,0,58.5,Male,Punjab,51.14
PK-08413,30,Self-Employed,43738,Delayed Repayment History,2,0.395,287157,0.709,0.189,0,57.1,Male,Khyber Pakhtunkhwa,37.07
PK-08414,29,Daily Wage Worker,48108,Delayed Repayment History,2,0.151,606260,0.543,0.721,7,57.6,Male,Punjab,34.35
PK-08415,44,Salaried,55488,Good Repayment History,1,0.162,258496,0.555,0.265,2,87.6,Male,Punjab,79.43
PK-08416,35,Salaried,71003,No Previous Loan,0,0.094,396401,0.698,0.782,0,62.8,Male,Balochistan,70.5
PK-08417,47,Freelancer,40960,Delayed Repayment History,2,0.322,475472,0.772,0.287,1,61.4,Female,Punjab,37.07
PK-08418,36,Daily Wage Worker,45339,No Previous Loan,0,0.04,535418,0.625,0.563,4,21.3,Female,Khyber Pakhtunkhwa,63.33
PK-08419,47,Daily Wage Worker,45565,No Previous Loan,0,0.19,494776,0.484,0.428,0,73.4,Male,Punjab,41.62
PK-08420,42,Self-Employed,91968,Good Repayment History,1,0.184,393222,0.751,0.393,3,70.1,Male,Balochistan,80.0
PK-08421,40,Daily Wage Worker,60491,No Previous Loan,0,0.01,217463,0.599,0.743,5,67.8,Female,Khyber Pakhtunkhwa,82.08
PK-08422,34,Business Owner,85824,Good Repayment History,1,0.215,829142,0.53,0.862,45,70.1,Male,Punjab,67.5
PK-08423,40,Daily Wage Worker,41925,Previous Default,3,0.41,359957,0.425,0.314,0,43.4,Female,Balochistan,20.37
PK-08424,49,Salaried,65755,No Previous Loan,0,0.173,593428,0.617,0.502,3,55.3,Male,Punjab,65.53
PK-08425,37,Self-Employed,53230,No Previous Loan,0,0.225,368584,0.625,0.709,1,86.3,Female,Khyber Pakhtunkhwa,78.28
PK-08426,43,Business Owner,129856,No Previous Loan,0,0.078,685549,0.591,0.559,3,40.5,Female,Sindh,61.59
PK-08427,38,Business Owner,72314,Delayed Repayment History,2,0.23,340837,0.823,0.478,2,39.3,Female,Punjab,45.6
PK-08428,39,Salaried,62656,Previous Default,3,0.489,379964,0.571,0.836,9,36.8,Female,Sindh,34.62
PK-08429,54,Business Owner,92746,No Previous Loan,0,0.212,738046,0.643,0.7,4,58.1,Male,Punjab,58.84
PK-08430,49,Freelancer,61693,Previous Default,3,0.438,229658,0.554,0.693,2,84.3,Male,Sindh,65.55
PK-08431,38,Self-Employed,77096,Good Repayment History,1,0.162,1000524,0.834,0.639,2,64.6,Female,Sindh,56.06
PK-08432,40,Business Owner,84375,No Previous Loan,0,0.168,395303,0.55,0.516,5,77.5,Male,Punjab,82.58
PK-08433,31,Self-Employed,119877,Good Repayment History,1,0.076,547876,0.671,0.252,0,30.9,Male,Khyber Pakhtunkhwa,47.19
PK-08434,36,Daily Wage Worker,45553,Good Repayment History,1,0.202,51228,0.493,0.675,11,45.4,Male,Balochistan,87.43
PK-08435,41,Business Owner,81261,No Previous Loan,0,0.045,1119035,0.651,0.23,3,50.0,Male,Sindh,47.66
PK-08436,46,Business Owner,166475,No Previous Loan,0,0.122,679218,0.697,0.401,1,87.9,Male,Sindh,77.26
PK-08437,45,Other,42412,Good Repayment History,1,0.177,506191,0.418,0.703,1,60.4,Male,Punjab,59.72
PK-08438,27,Freelancer,71326,No Previous Loan,0,0.076,387261,0.569,0.805,41,59.3,Male,Balochistan,72.86
PK-08439,47,Self-Employed,35453,Good Repayment History,1,0.251,354136,0.638,0.431,0,60.6,Male,Khyber Pakhtunkhwa,60.91
PK-08440,37,Business Owner,76173,No Previous Loan,0,0.212,554832,0.434,0.849,24,56.6,Female,Balochistan,61.41
PK-08441,28,Other,28872,No Previous Loan,0,0.181,226094,0.77,0.718,4,87.6,Male,Khyber Pakhtunkhwa,86.8
PK-08442,50,Salaried,41342,No Previous Loan,0,0.19,309057,0.63,0.183,0,88.3,Female,Punjab,64.57
PK-08443,52,Business Owner,102964,No Previous Loan,0,0.171,525678,0.511,0.836,19,78.8,Female,Punjab,58.22
PK-08444,40,Salaried,73372,Good Repayment History,1,0.142,603858,0.908,0.594,1,75.8,Male,Punjab,63.74
PK-08445,44,Daily Wage Worker,36648,Good Repayment History,1,0.218,380409,0.659,0.796,6,49.8,Male,Punjab,64.45
PK-08446,45,Business Owner,157284,No Previous Loan,0,0.061,895227,0.846,0.508,7,70.2,Male,Sindh,71.73
PK-08447,51,Daily Wage Worker,66628,Delayed Repayment History,2,0.306,340554,0.53,0.318,0,28.8,Female,Punjab,40.07
PK-08448,45,Freelancer,63233,Delayed Repayment History,2,0.275,657991,0.658,0.608,7,53.0,Male,Sindh,40.95
PK-08449,25,Salaried,32151,Delayed Repayment History,2,0.317,452033,0.371,0.706,5,33.1,Male,Sindh,24.72
PK-08450,57,Business Owner,119849,No Previous Loan,0,0.048,621918,0.586,0.423,2,69.7,Male,Punjab,85.22
